quarter,starter,trade up,premium,city,state
387,2012 Q4,68633.34,139966.7,309666.7,Charlotte,North Carolina
388,2012 Q4,83166.66,150915.3,324883.3,Nashville,Tennessee
389,2012 Q4,214300.0,375000.0,864333.3,Los Angeles,California
390,2012 Q4,57500.0,149000.0,464666.7,West Palm Beach,Florida
391,2012 Q4,59930.0,129683.3,256600.0,St. Louis,Missouri
392,2012 Q4,238666.7,369330.0,699000.0,Long Island,New York
393,2012 Q4,75300.0,147333.3,328800.0,Dallas,Texas
394,2012 Q4,55000.0,116133.3,275000.0,Tampa-St. Petersburg,Florida
395,2012 Q4,83333.34,154600.0,349966.7,Phoenix,Arizona
396,2012 Q4,46175.0,127100.0,299933.3,Atlanta,Georgia
397,2012 Q4,70000.0,130000.0,284963.3,Houston,Texas
398,2012 Q4,81633.34,175000.0,376300.0,Chicago,Illinois
399,2012 Q4,198500.0,358666.7,716673.3,New York,New York
400,2013 Q1,84300.0,150833.2,295091.7,Fresno,California
401,2013 Q1,450550.0,699000.0,1572667.0,San Francisco,California
402,2013 Q1,69833.34,131333.3,260291.7,Bakersfield,California
403,2013 Q1,249991.3,399300.0,849333.3,Ventura County,California
404,2013 Q1,119533.3,180966.7,342900.0,Salt Lake City,Utah
405,2013 Q1,356975.0,638629.3,1461000.0,San Jose,California
406,2013 Q1,86716.66,145000.0,259300.0,Baton Rouge,Louisiana
407,2013 Q1,198900.0,392100.0,816483.3,Oakland,California
408,2013 Q1,256750.0,493666.7,955000.0,Honolulu,Hawaii
409,2013 Q1,39812.83,89900.0,189766.7,Toledo,Ohio
410,2013 Q1,69966.66,119600.0,214898.3,Syracuse,New York
411,2013 Q1,184300.0,356330.0,700946.0,Silver Spring-Frederick-Rockville,Maryland
412,2013 Q1,124316.7,201520.3,338791.7,Tacoma,Washington
413,2013 Q1,69900.0,119900.0,216450.0,Rochester,New York
414,2013 Q1,68783.34,119900.0,231581.7,Buffalo,New York
415,2013 Q1,59916.67,109933.3,201166.7,Wichita,Kansas
416,2013 Q1,83416.66,115150.0,197409.0,El Paso,Texas
417,2013 Q1,127500.0,195000.0,359666.7,Colorado Springs,Colorado
418,2013 Q1,101983.3,189900.0,324949.8,Wilmington,Delaware
419,2013 Q1,58300.0,115300.0,233116.7,Akron,Ohio
420,2013 Q1,127900.0,229666.7,455830.0,Sacramento,California
421,2013 Q1,92500.0,178000.0,537966.7,Charleston,South Carolina
422,2013 Q1,59850.0,120450.0,231966.7,Winston-Salem,North Carolina
423,2013 Q1,85466.66,146233.3,296116.7,New Orleans,Louisiana
424,2013 Q1,68000.0,129833.2,248592.3,Gary,Indiana
425,2013 Q1,49933.33,114733.3,238450.0,Greensboro-High Point,North Carolina
426,2013 Q1,124266.7,199900.0,349966.2,Worcester,Massachusetts
427,2013 Q1,69949.16,129300.0,251333.3,Omaha,Nebraska
428,2013 Q1,44100.0,99100.0,194000.0,Dayton,Ohio
429,2013 Q1,103916.7,160633.3,283316.7,Albuquerque,New Mexico
430,2013 Q1,115000.0,184966.7,314212.8,Albany,New York
431,2013 Q1,96316.66,169900.0,294666.7,Allentown,Pennsylvania
432,2013 Q1,119900.0,199900.0,396000.0,New Haven,Connecticut
433,2013 Q1,101600.0,189266.7,335616.7,Madison,Wisconsin
434,2013 Q1,99133.34,175650.0,319633.3,Richmond,Virginia
435,2013 Q1,64366.67,119900.0,233658.3,Grand Rapids,Michigan
436,2013 Q1,84133.34,178883.3,499300.0,Lake County-Kenosha County,IL-WI
437,2013 Q1,82600.0,168633.3,339666.7,Milwaukee,Wisconsin
438,2013 Q1,67583.34,126807.5,242133.2,Little Rock,Arkansas
439,2013 Q1,179900.0,371416.7,1068300.0,Fairfield County,Connecticut
440,2013 Q1,170283.3,303300.0,635641.7,Seattle,Washington
441,2013 Q1,196566.7,323300.0,645966.7,Boston,Massachusetts
442,2013 Q1,50133.33,109266.7,224966.7,Tulsa,Oklahoma
443,2013 Q1,65966.66,129000.0,269300.0,Greenville,South Carolina
444,2013 Q1,114800.0,189566.7,390447.5,Austin,Texas
445,2013 Q1,49900.0,119900.0,246600.0,Birmingham,Alabama
446,2013 Q1,60683.33,115316.7,225833.3,Columbia,South Carolina
447,2013 Q1,69900.0,124766.7,249933.3,Louisville,Kentucky
448,2013 Q1,130100.0,216966.7,375750.0,Hartford,Connecticut
449,2013 Q1,203229.3,349900.0,658266.7,Cambridge-Newton-Framingham,Massachusetts
450,2013 Q1,104316.7,184966.7,350663.3,Raleigh,North Carolina
451,2013 Q1,84933.34,149000.0,289933.3,Tucson,Arizona
452,2013 Q1,74116.34,130666.7,276666.7,Las Vegas,Nevada
453,2013 Q1,144250.0,229624.8,424831.7,Portland,Oregon
454,2013 Q1,60600.0,121166.7,277933.3,Deltona-Daytona Beach-Ormond Beach,Florida
455,2013 Q1,289000.0,479333.3,1040000.0,Orange County,California
456,2013 Q1,60333.33,116216.7,225983.3,Oklahoma City,Oklahoma
457,2013 Q1,42083.33,105000.0,229900.0,Memphis,Tennessee
458,2013 Q1,129900.0,219900.0,413751.7,Providence,Rhode Island
459,2013 Q1,59600.0,124900.0,259600.0,Knoxville,Tennessee
460,2013 Q1,59083.33,133266.7,316300.0,Jacksonville,Florida
461,2013 Q1,11800.0,51722.5,147966.7,Detroit,Michigan
462,2013 Q1,59933.33,129900.0,259933.3,Columbus,Ohio
463,2013 Q1,135000.0,230461.8,477581.0,Denver,Colorado
464,2013 Q1,166233.3,264966.7,486000.0,Montgomery County-Bucks County-Chester County,Pennsylvania
465,2013 Q1,78433.34,166430.0,440833.3,North Port-Sarasota-Bradenton,Florida
466,2013 Q1,211666.7,369966.7,791300.0,San Diego,California
467,2013 Q1,59933.33,131466.7,249933.3,Kansas City,Missouri
468,2013 Q1,101220.8,174966.7,291563.3,Camden,New Jersey
469,2013 Q1,104933.0,179900.0,369900.0,Minneapolis-St. Paul,Minnesota
470,2013 Q1,49933.33,129933.3,287345.0,Warren-Troy-Farmington Hills,Michigan
471,2013 Q1,68500.0,129900.0,249933.3,Cincinnati,Ohio
472,2013 Q1,59683.33,129266.7,267188.7,Philadelphia,Pennsylvania
473,2013 Q1,63500.0,135000.0,294466.7,Orlando,Florida
474,2013 Q1,117949.7,199166.7,375000.0,Virginia Beach-Norfolk,Virginia
475,2013 Q1,72666.66,129933.0,274933.3,Fort Worth,Texas
476,2013 Q1,69466.66,128150.0,250330.0,Indianapolis,Indiana
477,2013 Q1,158266.7,320681.7,625800.0,Washington,District of Columbia
478,2013 Q1,56966.67,113166.7,242379.2,Pittsburgh,Pennsylvania
479,2013 Q1,99966.66,225000.0,452630.0,Baltimore,Maryland
480,2013 Q1,67801.66,129766.7,279800.0,San Antonio,Texas
481,2013 Q1,71633.34,149963.3,395650.0,Cape Coral-Fort Myers,Florida
482,2013 Q1,55000.0,119000.0,238433.3,Cleveland,Ohio
483,2013 Q1,160000.0,294999.7,569966.7,Newark,New Jersey
484,2013 Q1,108863.3,199941.7,439000.0,Riverside-San Bernardino,California
485,2013 Q1,219500.0,384166.5,883333.3,Los Angeles,California
486,2013 Q1,61633.33,139933.3,380000.0,Fort Lauderdale,Florida
487,2013 Q1,84766.66,150700.0,320571.0,Nashville,Tennessee
488,2013 Q1,69433.34,139932.5,303133.3,Charlotte,North Carolina
489,2013 Q1,79956.66,171716.7,496000.0,Miami,Florida
490,2013 Q1,59850.0,128100.0,252966.7,St. Louis,Missouri
491,2013 Q1,235000.0,369000.0,709333.3,Long Island,New York
492,2013 Q1,75000.0,149410.8,336600.0,Dallas,Texas
493,2013 Q1,59766.67,149300.0,459333.3,West Palm Beach,Florida
494,2013 Q1,56633.33,119033.3,277666.7,Tampa-St. Petersburg,Florida
495,2013 Q1,92000.0,162228.3,363833.3,Phoenix,Arizona
496,2013 Q1,48666.67,127500.0,299900.0,Atlanta,Georgia
497,2013 Q1,80000.0,174900.0,375633.3,Chicago,Illinois
498,2013 Q1,69966.66,131295.8,294333.0,Houston,Texas
499,2013 Q1,194048.3,358666.7,743708.3,New York,New York
500,2013 Q2,82658.34,158200.0,313331.7,Fresno,California
501,2013 Q2,69333.34,137950.0,286466.7,Bakersfield,California
502,2013 Q2,499000.0,752916.7,1787165.0,San Francisco,California
503,2013 Q2,119000.0,184466.7,354301.2,Salt Lake City,Utah
504,2013 Q2,252983.3,413407.0,852000.0,Ventura County,California
505,2013 Q2,387916.7,663833.3,1478667.0,San Jose,California
506,2013 Q2,85250.0,145783.3,267983.3,Baton Rouge,Louisiana
507,2013 Q2,266000.0,496333.3,970721.8,Honolulu,Hawaii
508,2013 Q2,42566.67,89966.66,189466.7,Toledo,Ohio
509,2013 Q2,224629.3,425000.0,874333.3,Oakland,California
510,2013 Q2,70900.0,118550.0,209850.0,Syracuse,New York
511,2013 Q2,128900.0,213438.3,355519.0,Tacoma,Washington
512,2013 Q2,69808.34,119900.0,226566.7,Rochester,New York
513,2013 Q2,181633.3,357900.0,749666.3,Silver Spring-Frederick-Rockville,Maryland
514,2013 Q2,59900.0,109616.7,214966.7,Wichita,Kansas
515,2013 Q2,84675.0,116599.7,196275.0,El Paso,Texas
516,2013 Q2,105500.0,189915.8,325920.8,Wilmington,Delaware
517,2013 Q2,69900.0,119933.0,235796.7,Buffalo,New York
518,2013 Q2,57600.0,115300.0,238266.7,Akron,Ohio
519,2013 Q2,136466.7,242950.0,467666.7,Sacramento,California
520,2013 Q2,95866.66,183323.3,517966.7,Charleston,South Carolina
521,2013 Q2,58800.0,119900.0,239600.0,Winston-Salem,North Carolina
522,2013 Q2,64999.67,129900.0,250596.7,Gary,Indiana
523,2013 Q2,128333.3,199100.0,357163.7,Colorado Springs,Colorado
524,2013 Q2,88100.0,147833.3,298983.3,New Orleans,Louisiana
525,2013 Q2,50633.33,113398.3,241900.0,Greensboro-High Point,North Carolina
526,2013 Q2,70833.34,129900.0,259966.7,Omaha,Nebraska
527,2013 Q2,104966.7,160766.7,286333.3,Albuquerque,New Mexico
528,2013 Q2,126600.0,201599.7,354266.5,Worcester,Massachusetts
529,2013 Q2,119266.7,184866.7,316600.0,Albany,New York
530,2013 Q2,95833.34,169900.0,295448.3,Allentown,Pennsylvania
531,2013 Q2,42833.33,99783.34,199937.5,Dayton,Ohio
532,2013 Q2,99933.34,179766.7,328311.7,Richmond,Virginia
533,2013 Q2,67966.66,124900.0,246600.0,Grand Rapids,Michigan
534,2013 Q2,119900.0,199966.7,397666.7,New Haven,Connecticut
535,2013 Q2,82850.0,175800.0,499600.0,Lake County-Kenosha County,IL-WI
536,2013 Q2,104800.0,189900.0,341600.0,Madison,Wisconsin
537,2013 Q2,52000.0,109600.0,221666.7,Tulsa,Oklahoma
538,2013 Q2,85966.66,170600.0,338933.3,Milwaukee,Wisconsin
539,2013 Q2,67766.66,128300.0,240766.7,Little Rock,Arkansas
540,2013 Q2,64933.33,129900.0,273300.0,Greenville,South Carolina
541,2013 Q2,175370.0,315000.0,656648.3,Seattle,Washington
542,2013 Q2,118550.0,192631.5,408700.0,Austin,Texas
543,2013 Q2,63266.67,115633.3,228933.3,Columbia,South Carolina
544,2013 Q2,50090.0,122133.3,249100.0,Birmingham,Alabama
545,2013 Q2,64566.67,128466.7,290600.0,Deltona-Daytona Beach-Ormond Beach,Florida
546,2013 Q2,184933.3,374633.3,1079983.0,Fairfield County,Connecticut
547,2013 Q2,313316.5,502266.7,1178500.0,Orange County,California
548,2013 Q2,69900.0,124900.0,252542.5,Louisville,Kentucky
549,2013 Q2,210066.7,331633.3,659633.3,Boston,Massachusetts
550,2013 Q2,86283.34,150000.0,296875.2,Tucson,Arizona
551,2013 Q2,76866.66,140466.7,295000.0,Las Vegas,Nevada
552,2013 Q2,109900.0,189933.3,371566.7,Raleigh,North Carolina
553,2013 Q2,41599.67,106900.0,234600.0,Memphis,Tennessee
554,2013 Q2,11466.67,54599.83,158233.3,Detroit,Michigan
555,2013 Q2,146333.3,237316.7,440000.0,Portland,Oregon
556,2013 Q2,62833.33,119433.3,228131.7,Oklahoma City,Oklahoma
557,2013 Q2,132566.7,219600.0,381566.7,Hartford,Connecticut
558,2013 Q2,213255.8,349900.0,684466.7,Cambridge-Newton-Framingham,Massachusetts
559,2013 Q2,79900.0,169550.0,449633.3,North Port-Sarasota-Bradenton,Florida
560,2013 Q2,131600.0,219900.0,421283.3,Providence,Rhode Island
561,2013 Q2,56683.33,136633.3,318900.0,Jacksonville,Florida
562,2013 Q2,59900.0,125000.0,276266.7,Knoxville,Tennessee
563,2013 Q2,224316.7,383300.0,826416.7,San Diego,California
564,2013 Q2,101000.0,177666.7,296330.0,Camden,New Jersey
565,2013 Q2,139500.0,237000.0,492966.7,Denver,Colorado
566,2013 Q2,52900.0,134883.3,295300.0,Warren-Troy-Farmington Hills,Michigan
567,2013 Q2,66166.66,139933.3,302988.2,Orlando,Florida
568,2013 Q2,62000.0,132641.7,252633.3,Kansas City,Missouri
569,2013 Q2,169758.3,267966.7,487982.5,Montgomery County-Bucks County-Chester County,Pennsylvania
570,2013 Q2,60766.67,131512.8,269600.0,Columbus,Ohio
571,2013 Q2,58933.33,129600.0,266600.0,Philadelphia,Pennsylvania
572,2013 Q2,74933.34,157300.0,398966.7,Cape Coral-Fort Myers,Florida
573,2013 Q2,114233.3,184966.7,369933.3,Minneapolis-St. Paul,Minnesota
574,2013 Q2,69600.0,129900.0,258200.0,Cincinnati,Ohio
575,2013 Q2,73616.66,132082.5,284465.0,Fort Worth,Texas
576,2013 Q2,118633.2,199899.8,375983.3,Virginia Beach-Norfolk,Virginia
577,2013 Q2,69466.66,129900.0,261300.0,Indianapolis,Indiana
578,2013 Q2,69527.66,133165.5,287255.7,San Antonio,Texas
579,2013 Q2,56653.5,114900.0,249600.0,Pittsburgh,Pennsylvania
580,2013 Q2,104500.0,229900.0,473300.0,Baltimore,Maryland
581,2013 Q2,161353.3,324966.7,648383.3,Washington,District of Columbia
582,2013 Q2,114966.7,213880.0,449633.3,Riverside-San Bernardino,California
583,2013 Q2,55966.67,119148.0,244929.2,Cleveland,Ohio
584,2013 Q2,233333.3,399933.3,952000.0,Los Angeles,California
585,2013 Q2,159933.3,297666.7,593666.7,Newark,New Jersey
586,2013 Q2,64450.0,147916.7,393333.3,Fort Lauderdale,Florida
587,2013 Q2,84966.5,179915.0,499600.0,Miami,Florida
588,2013 Q2,85266.66,154766.7,323915.0,Nashville,Tennessee
589,2013 Q2,70266.34,142747.5,316666.7,Charlotte,North Carolina
590,2013 Q2,59966.67,129000.0,257966.7,St. Louis,Missouri
591,2013 Q2,234666.7,369000.0,703133.0,Long Island,New York
592,2013 Q2,62333.33,155933.3,458281.7,West Palm Beach,Florida
593,2013 Q2,75816.66,154966.7,349900.0,Dallas,Texas
594,2013 Q2,98166.66,169300.0,385933.3,Phoenix,Arizona
595,2013 Q2,58966.67,124766.7,289263.3,Tampa-St. Petersburg,Florida
596,2013 Q2,49766.67,130800.0,314566.7,Atlanta,Georgia
597,2013 Q2,80266.66,173966.7,379966.7,Chicago,Illinois
598,2013 Q2,73000.0,137831.7,299930.0,Houston,Texas
599,2013 Q2,194266.7,357666.7,738083.3,New York,New York
600,2013 Q3,87321.16,165666.7,316300.0,Fresno,California
601,2013 Q3,517999.8,773333.3,1798000.0,San Francisco,California
602,2013 Q3,73150.0,148050.0,291833.3,Bakersfield,California
603,2013 Q3,285216.7,440800.0,877633.3,Ventura County,California
604,2013 Q3,85783.34,147250.0,270333.3,Baton Rouge,Louisiana
605,2013 Q3,125833.3,195966.7,361300.0,Salt Lake City,Utah
606,2013 Q3,426308.3,697333.3,1489333.0,San Jose,California
607,2013 Q3,264975.0,513000.0,1024163.0,Honolulu,Hawaii
608,2013 Q3,43200.0,94600.0,194000.0,Toledo,Ohio
609,2013 Q3,265000.0,467800.0,890602.7,Oakland,California
610,2013 Q3,71666.66,119900.0,216300.0,Syracuse,New York
611,2013 Q3,73233.34,121466.5,229933.3,Rochester,New York
612,2013 Q3,134795.8,223983.0,374525.0,Tacoma,Washington
613,2013 Q3,199600.0,369600.0,731616.7,Silver Spring-Frederick-Rockville,Maryland
614,2013 Q3,59900.0,111500.0,216566.7,Wichita,Kansas
615,2013 Q3,81383.34,115000.0,193595.0,El Paso,Texas
616,2013 Q3,95833.34,185830.0,531666.7,Charleston,South Carolina
617,2013 Q3,104933.3,196300.0,329630.0,Wilmington,Delaware
618,2013 Q3,59966.67,120600.0,239900.0,Winston-Salem,North Carolina
619,2013 Q3,84183.34,148166.7,298633.3,New Orleans,Louisiana
620,2013 Q3,135000.0,214450.0,366300.0,Worcester,Massachusetts
621,2013 Q3,57166.67,114949.8,241633.3,Akron,Ohio
622,2013 Q3,54133.33,114900.0,239766.7,Greensboro-High Point,North Carolina
623,2013 Q3,68266.66,132000.0,258233.3,Gary,Indiana
624,2013 Q3,69900.0,122116.7,239100.0,Buffalo,New York
625,2013 Q3,131416.7,205000.0,377766.7,Colorado Springs,Colorado
626,2013 Q3,75666.66,130000.0,264666.7,Omaha,Nebraska
627,2013 Q3,149633.3,263333.3,485666.7,Sacramento,California
628,2013 Q3,96750.0,173683.3,301266.7,Allentown,Pennsylvania
629,2013 Q3,104933.3,164966.7,297666.7,Albuquerque,New Mexico
630,2013 Q3,109866.7,194133.3,355933.3,Madison,Wisconsin
631,2013 Q3,44600.0,97791.66,200800.0,Dayton,Ohio
632,2013 Q3,85056.16,184263.3,521283.3,Lake County-Kenosha County,IL-WI
633,2013 Q3,119600.0,184933.3,316000.0,Albany,New York
634,2013 Q3,67166.66,129900.0,241300.0,Little Rock,Arkansas
635,2013 Q3,99816.66,182150.0,329640.0,Richmond,Virginia
636,2013 Q3,218466.7,339000.0,686666.7,Boston,Massachusetts
637,2013 Q3,67600.0,131333.3,303233.3,Deltona-Daytona Beach-Ormond Beach,Florida
638,2013 Q3,123283.3,209966.5,399600.0,New Haven,Connecticut
639,2013 Q3,72166.66,125300.0,249600.0,Grand Rapids,Michigan
640,2013 Q3,89900.0,155383.3,298333.3,Tucson,Arizona
641,2013 Q3,68833.34,129900.0,279387.0,Greenville,South Carolina
642,2013 Q3,219933.3,359900.0,696266.7,Cambridge-Newton-Framingham,Massachusetts
643,2013 Q3,89900.0,174933.3,346750.0,Milwaukee,Wisconsin
644,2013 Q3,60666.5,117866.7,231383.3,Columbia,South Carolina
645,2013 Q3,50550.0,110666.7,219266.7,Tulsa,Oklahoma
646,2013 Q3,124966.7,197650.0,423133.3,Austin,Texas
647,2013 Q3,187966.7,379466.7,1056333.0,Fairfield County,Connecticut
648,2013 Q3,52350.0,125633.3,249933.3,Birmingham,Alabama
649,2013 Q3,13166.67,56933.33,171966.7,Detroit,Michigan
650,2013 Q3,111333.3,194933.3,369600.0,Raleigh,North Carolina
651,2013 Q3,69933.0,124900.0,259900.0,Louisville,Kentucky
652,2013 Q3,84833.34,174966.7,448500.0,North Port-Sarasota-Bradenton,Florida
653,2013 Q3,62500.0,119900.0,232383.3,Oklahoma City,Oklahoma
654,2013 Q3,40666.33,109900.0,239566.7,Memphis,Tennessee
655,2013 Q3,346333.3,542166.7,1096000.0,Orange County,California
656,2013 Q3,87666.66,152333.3,299900.0,Las Vegas,Nevada
657,2013 Q3,192483.3,330650.0,661483.3,Seattle,Washington
658,2013 Q3,134966.7,219900.0,379916.5,Hartford,Connecticut
659,2013 Q3,57950.0,141900.0,315750.0,Jacksonville,Florida
660,2013 Q3,135666.7,224966.7,431600.0,Providence,Rhode Island
661,2013 Q3,252900.0,418652.8,874666.7,San Diego,California
662,2013 Q3,60600.0,129900.0,286816.7,Knoxville,Tennessee
663,2013 Q3,78500.0,159900.0,399600.0,Cape Coral-Fort Myers,Florida
664,2013 Q3,163266.7,247000.0,449466.7,Portland,Oregon
665,2013 Q3,66575.0,149166.7,313365.7,Orlando,Florida
666,2013 Q3,102300.0,179532.7,299386.3,Camden,New Jersey
667,2013 Q3,58088.33,139966.7,305933.0,Warren-Troy-Farmington Hills,Michigan
668,2013 Q3,171566.7,272748.3,516566.7,Montgomery County-Bucks County-Chester County,Pennsylvania
669,2013 Q3,64974.83,132500.0,261666.7,Kansas City,Missouri
670,2013 Q3,66266.66,135247.2,281566.7,Columbus,Ohio
671,2013 Q3,69900.0,129900.0,266482.5,Cincinnati,Ohio
672,2013 Q3,59166.67,129600.0,271416.7,Philadelphia,Pennsylvania
673,2013 Q3,75633.34,135000.0,284166.7,Fort Worth,Texas
674,2013 Q3,146050.0,244950.0,489861.7,Denver,Colorado
675,2013 Q3,69900.0,135666.7,291648.3,San Antonio,Texas
676,2013 Q3,119900.0,199900.0,379300.0,Virginia Beach-Norfolk,Virginia
677,2013 Q3,64841.67,163933.3,468000.0,West Palm Beach,Florida
678,2013 Q3,119840.7,189900.0,379600.0,Minneapolis-St. Paul,Minnesota
679,2013 Q3,67800.0,149992.3,399333.3,Fort Lauderdale,Florida
680,2013 Q3,104666.7,230133.3,474966.7,Baltimore,Maryland
681,2013 Q3,124966.7,229974.7,452633.3,Riverside-San Bernardino,California
682,2013 Q3,67466.66,127150.0,259933.3,Indianapolis,Indiana
683,2013 Q3,58100.0,115300.0,249263.3,Pittsburgh,Pennsylvania
684,2013 Q3,178000.0,334466.7,656250.0,Washington,District of Columbia
685,2013 Q3,58216.67,119333.3,247600.0,Cleveland,Ohio
686,2013 Q3,160000.0,299250.0,599600.0,Newark,New Jersey
687,2013 Q3,89466.66,186633.3,508262.3,Miami,Florida
688,2013 Q3,249975.0,429333.0,919666.7,Los Angeles,California
689,2013 Q3,86266.66,157520.2,323933.3,Nashville,Tennessee
690,2013 Q3,74133.34,145000.0,318648.3,Charlotte,North Carolina
691,2013 Q3,231666.7,369600.0,699000.0,Long Island,New York
692,2013 Q3,59966.67,129600.0,259900.0,St. Louis,Missouri
693,2013 Q3,104483.3,178565.8,381600.0,Phoenix,Arizona
694,2013 Q3,79966.66,159000.0,353319.8,Dallas,Texas
695,2013 Q3,59900.0,129475.0,293102.8,Tampa-St. Petersburg,Florida
696,2013 Q3,53916.67,136800.0,321633.3,Atlanta,Georgia
697,2013 Q3,84133.34,179933.3,390216.0,Chicago,Illinois
698,2013 Q3,76633.34,140333.3,311265.5,Houston,Texas
699,2013 Q3,190600.0,359000.0,748966.7,New York,New York
700,2013 Q4,89966.66,170950.0,308233.3,Fresno,California
701,2013 Q4,535833.3,799000.0,1876333.0,San Francisco,California
702,2013 Q4,82733.34,158250.0,294408.2,Bakersfield,California
703,2013 Q4,306450.0,457666.3,890583.3,Ventura County,California
704,2013 Q4,445666.7,705833.3,1508333.0,San Jose,California
705,2013 Q4,83050.0,148050.0,274633.3,Baton Rouge,Louisiana
706,2013 Q4,40316.5,94116.66,194300.0,Toledo,Ohio
707,2013 Q4,271650.0,528000.0,1170000.0,Honolulu,Hawaii
708,2013 Q4,70000.0,119933.3,217300.0,Syracuse,New York
709,2013 Q4,132966.7,199933.3,362834.7,Salt Lake City,Utah
710,2013 Q4,74900.0,124900.0,227960.0,Rochester,New York
711,2013 Q4,59900.0,113450.0,213300.0,Wichita,Kansas
712,2013 Q4,286300.0,484150.0,909966.3,Oakland,California
713,2013 Q4,79933.34,115000.0,189908.3,El Paso,Texas
714,2013 Q4,136147.3,227500.0,377646.3,Tacoma,Washington
715,2013 Q4,208333.3,373299.8,738281.5,Silver Spring-Frederick-Rockville,Maryland
716,2013 Q4,70266.66,125633.3,241630.0,Buffalo,New York
717,2013 Q4,106266.7,196983.3,330143.3,Wilmington,Delaware
718,2013 Q4,98966.66,187666.7,520296.7,Charleston,South Carolina
719,2013 Q4,54966.67,115083.3,239833.3,Akron,Ohio
720,2013 Q4,134933.3,210000.0,377298.3,Colorado Springs,Colorado
721,2013 Q4,59900.0,119933.3,241600.0,Winston-Salem,North Carolina
722,2013 Q4,139300.0,219166.7,371416.7,Worcester,Massachusetts
723,2013 Q4,80466.66,147300.0,296816.7,New Orleans,Louisiana
724,2013 Q4,67966.66,130799.7,251566.7,Gary,Indiana
725,2013 Q4,78500.0,131500.0,266191.7,Omaha,Nebraska
726,2013 Q4,54300.0,114933.3,234950.0,Greensboro-High Point,North Carolina
727,2013 Q4,108933.3,194933.3,364966.7,Madison,Wisconsin
728,2013 Q4,89900.0,189300.0,505000.0,Lake County-Kenosha County,IL-WI
729,2013 Q4,98800.0,173700.0,299900.0,Allentown,Pennsylvania
730,2013 Q4,47633.33,100600.0,208066.5,Dayton,Ohio
731,2013 Q4,104333.3,164493.3,293300.0,Albuquerque,New Mexico
732,2013 Q4,117966.7,185450.0,319300.0,Albany,New York
733,2013 Q4,163333.2,278203.7,496314.7,Sacramento,California
734,2013 Q4,65000.0,129900.0,240512.5,Little Rock,Arkansas
735,2013 Q4,72800.0,128633.3,249900.0,Grand Rapids,Michigan
736,2013 Q4,119966.7,211266.7,398916.7,New Haven,Connecticut
737,2013 Q4,219900.0,346300.0,679616.7,Boston,Massachusetts
738,2013 Q4,89900.0,175000.0,345483.3,Milwaukee,Wisconsin
739,2013 Q4,99991.5,179983.3,328326.7,Richmond,Virginia
740,2013 Q4,130007.5,200770.2,429666.7,Austin,Texas
741,2013 Q4,54083.33,110000.0,219233.3,Tulsa,Oklahoma
742,2013 Q4,68916.66,129900.0,275000.0,Greenville,South Carolina
743,2013 Q4,60000.0,118266.7,230436.7,Columbia,South Carolina
744,2013 Q4,223300.0,369933.0,699633.3,Cambridge-Newton-Framingham,Massachusetts
745,2013 Q4,189500.0,385000.0,1093000.0,Fairfield County,Connecticut
746,2013 Q4,55333.33,125000.0,249900.0,Birmingham,Alabama
747,2013 Q4,69600.0,135000.0,294333.3,Deltona-Daytona Beach-Ormond Beach,Florida
748,2013 Q4,94933.34,159900.0,299000.0,Tucson,Arizona
749,2013 Q4,72966.66,125000.0,256300.0,Louisville,Kentucky
750,2013 Q4,114633.3,199466.7,371298.3,Raleigh,North Carolina
751,2013 Q4,60333.33,119466.7,232566.7,Oklahoma City,Oklahoma
752,2013 Q4,39800.0,109900.0,237716.7,Memphis,Tennessee
753,2013 Q4,13966.67,58166.67,163298.3,Detroit,Michigan
754,2013 Q4,89125.0,179930.0,443981.0,North Port-Sarasota-Bradenton,Florida
755,2013 Q4,134933.3,217266.7,379400.0,Hartford,Connecticut
756,2013 Q4,349633.3,561231.3,1100000.0,Orange County,California
757,2013 Q4,202333.3,339300.0,650000.0,Seattle,Washington
758,2013 Q4,140300.0,229900.0,431300.0,Providence,Rhode Island
759,2013 Q4,282633.3,436479.3,868983.3,San Diego,California
760,2013 Q4,59900.0,129900.0,276933.3,Knoxville,Tennessee
761,2013 Q4,57966.67,147669.2,306983.3,Jacksonville,Florida
762,2013 Q4,169964.8,249933.3,464758.3,Portland,Oregon
763,2013 Q4,96783.34,168398.0,313333.3,Las Vegas,Nevada
764,2013 Q4,81433.34,166083.3,399916.7,Cape Coral-Fort Myers,Florida
765,2013 Q4,109900.0,182800.0,306687.0,Camden,New Jersey
766,2013 Q4,63491.67,134900.0,261583.3,Kansas City,Missouri
767,2013 Q4,168800.0,275633.3,529966.7,Montgomery County-Bucks County-Chester County,Pennsylvania
768,2013 Q4,77500.0,136283.3,286952.2,Fort Worth,Texas
769,2013 Q4,68223.34,139083.3,287266.7,Columbus,Ohio
770,2013 Q4,69879.16,129900.0,269163.2,Cincinnati,Ohio
771,2013 Q4,69966.66,139000.0,297713.7,San Antonio,Texas
772,2013 Q4,59900.0,144966.7,310933.3,Warren-Troy-Farmington Hills,Michigan
773,2013 Q4,58916.67,129333.3,274933.3,Philadelphia,Pennsylvania
774,2013 Q4,153383.3,252041.3,483283.3,Denver,Colorado
775,2013 Q4,67166.66,173400.0,481633.3,West Palm Beach,Florida
776,2013 Q4,69803.66,155000.0,308381.7,Orlando,Florida
